sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_repeat_region	annotation_tRNA	annotation_tmRNA	rank	reason
ERX1046394	1793370	False	66962254	37.339	899400	32	74.452	0.817	75	75	74	75	2	33.335	3.325	36	35	33	35	63197950	35.240	865822	35	72.992	2.505	75	75	70	75	13	33.503	3.252	36	35	33	35	0.00	32.35	18.01	16.95	0.00	32.69	5	24	37	0	6	284549	41114	13466	504	98686	0	11.36	54.55	84.09	0.00	44	1809026	Lactobacillus spp. strain	44	1809026	1737	1762	3		21	1	bronze	Low coverage (35.24x, expect >= 50x);Short read length (72.99bp, expect >= 75 bp);Single-end reads
ERX1046395	1768720	False	54673228	30.911	734355	32	74.451	0.852	75	75	74	75	2	33.826	2.585	36	35	33	35	51280682	28.993	702293	35	73.019	2.526	75	75	70	75	14	33.993	2.481	36	35	34	35	0.00	32.50	17.46	17.51	0.00	32.53	4	32	48	0	8	191155	32263	15350	605	74661	0	7.14	57.14	85.71	0.00	56	1806769	Lactobacillus spp. strain	56	1806769	1736	1760	3		20	1	bronze	Low coverage (28.99x, expect >= 50x);Short read length (73.02bp, expect >= 75 bp);Single-end reads
ERX1046396	1760960	False	45489418	25.832	610712	32	74.486	0.775	75	75	74	75	2	33.825	2.531	36	35	33	35	44395929	25.211	607882	35	73.034	2.465	75	75	70	75	14	33.856	2.512	36	35	33	35	0.00	32.66	17.29	17.67	0.00	32.38	3	38	68	0	12	105368	23425	9198	516	54386	0	3.90	49.35	88.31	0.00	77	1803773	Lactobacillus spp. strain	77	1803773	1727	1750	4		18	1	bronze	Low coverage (25.21x, expect >= 50x);Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046400	1413550	False	18673043	13.210	250905	32	74.423	0.877	75	75	74	75	2	33.726	2.687	36	35	33	35	16923656	11.972	231770	35	73.019	2.498	75	75	70	75	16	33.926	2.613	36	35	34	35	0.00	33.18	17.29	17.77	0.00	31.76	0	0	372	0	205	6796	1251	928	500	1462	0	0.00	0.00	45.93	0.00	810	1013546	Lactobacillus spp. strain	810	1013546	876	886	3		7		exclude	Low coverage (11.97x, expect >= 20x);Too many contigs (810, expect <= 500)
ERX1046401	1760130	False	34256739	19.463	460119	32	74.452	0.881	75	75	74	75	2	33.496	3.042	36	35	33	35	31985148	18.172	438000	35	73.025	2.470	75	75	70	75	15	33.869	2.610	36	35	33	35	0.00	32.98	17.29	17.67	0.00	32.06	0	30	425	0	93	26216	3065	1824	504	5051	0	0.00	5.37	76.03	0.00	559	1713337	Lactobacillus spp. strain	559	1713337	1576	1590	3		10	1	exclude	Low coverage (18.17x, expect >= 20x);Too many contigs (559, expect <= 500)
ERX1046402	1612020	False	22090691	13.704	296601	32	74.480	0.818	75	75	74	75	2	33.645	2.730	36	35	33	35	21436299	13.298	293505	35	73.036	2.465	75	75	70	75	15	33.716	2.671	36	35	33	35	0.00	33.24	17.20	17.71	0.00	31.85	0	4	445	0	172	17047	1629	1049	502	2182	0	0.00	0.47	51.93	0.00	857	1396469	Lactobacillus spp. strain	857	1396469	1227	1237	3		7		exclude	Low coverage (13.30x, expect >= 20x);Too many contigs (857, expect <= 500)
ERX1046403	1771370	False	51464739	29.054	690981	32	74.481	0.776	75	75	74	75	2	33.750	2.851	36	35	33	35	50033535	28.246	685173	35	73.023	2.474	75	75	70	75	14	33.786	2.838	36	35	33	35	0.00	32.64	17.35	17.62	0.00	32.40	6	32	47	0	8	180750	32855	11516	605	92606	0	10.91	58.18	85.45	0.00	55	1807059	Lactobacillus spp. strain	55	1807059	1737	1762	3		21	1	bronze	Low coverage (28.25x, expect >= 50x);Short read length (73.02bp, expect >= 75 bp);Single-end reads
ERX1046404	1760960	False	40892652	23.222	548995	32	74.486	0.768	75	75	74	75	16	33.683	2.799	36	35	33	35	39944210	22.683	546946	35	73.031	2.465	75	75	70	75	16	33.705	2.793	36	35	33	35	0.00	33.61	17.59	17.56	0.00	31.25	0	2	27	0	6	13297	2550	1400	505	6183	0	0.00	5.00	67.50	0.00	40	102031	Lactobacillus spp. strain	40	102031	85	94	3		6		bronze	Low coverage (22.68x, expect >= 50x);Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046405	1776480	False	45569566	25.652	611938	32	74.468	0.834	75	75	74	75	2	33.783	2.620	36	35	33	35	43503261	24.488	595669	35	73.033	2.473	75	75	70	75	15	33.937	2.475	36	35	33	35	0.00	32.81	17.16	17.79	0.00	32.23	1	46	80	0	15	102250	19999	10358	568	42683	0	1.11	51.11	88.89	0.00	90	1799982	Lactobacillus spp. strain	90	1799982	1731	1750	3		15	1	bronze	Low coverage (24.49x, expect >= 50x);Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046406	1778480	False	61024342	34.313	819299	32	74.484	0.769	75	75	74	75	2	33.962	2.505	36	35	34	35	59257957	33.319	811350	35	73.036	2.470	75	75	70	75	15	33.999	2.489	36	35	34	35	0.00	32.36	18.01	16.95	0.00	32.68	5	25	39	0	6	293929	37698	11586	527	98686	0	10.42	52.08	81.25	0.00	48	1809532	Lactobacillus spp. strain	48	1809532	1736	1761	3		21	1	bronze	Low coverage (33.32x, expect >= 50x);Short read length (73.04bp, expect >= 75 bp);Single-end reads
ERX1046407	1736370	False	33140538	19.086	444927	32	74.485	0.778	75	75	74	75	2	33.605	2.683	36	35	33	35	32351526	18.632	442966	36	73.034	2.462	75	75	70	75	14	33.632	2.673	36	35	33	35	0.00	32.89	17.45	17.49	0.00	32.17	0	35	375	0	87	27667	3702	2350	502	6343	0	0.00	7.48	80.13	0.00	468	1732841	Lactobacillus spp. strain	468	1732841	1604	1616	3		9		exclude	Low coverage (18.63x, expect >= 20x)
ERX1046408	1761400	False	43359120	24.616	582134	32	74.483	0.772	75	75	74	75	2	33.534	2.993	36	35	33	35	42354066	24.046	580058	35	73.017	2.471	75	75	70	75	15	33.556	2.987	36	35	33	35	0.00	32.46	17.64	17.32	0.00	32.58	3	40	59	0	10	199805	26111	12429	568	52088	0	4.35	57.97	85.51	0.00	69	1801692	Lactobacillus spp. strain	69	1801692	1732	1755	3		19	1	bronze	Low coverage (24.05x, expect >= 50x);Short read length (73.02bp, expect >= 75 bp);Single-end reads
ERX1046409	1787040	False	128160202	71.716	1720633	32	74.484	0.772	75	75	74	75	2	33.872	2.537	36	35	33	35	124927754	69.908	1710628	35	73.030	2.473	75	75	70	75	16	33.905	2.520	36	35	33	35	0.00	32.33	17.98	16.99	0.00	32.71	5	20	29	0	4	378319	53257	18517	527	115052	0	14.71	58.82	85.29	0.00	34	1810742	Lactobacillus spp. strain	34	1810742	1738	1763	3		21	1	bronze	Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046410	1764020	False	40571561	23.000	544750	32	74.477	0.797	75	75	74	75	2	33.971	2.414	36	35	33	35	39205600	22.225	536827	35	73.032	2.470	75	75	70	75	15	34.023	2.387	36	35	34	35	0.00	32.64	18.83	17.25	0.00	31.28	0	2	15	0	3	21141	3112	1024	568	9544	0	0.00	8.00	60.00	0.00	25	77807	Lactobacillus spp. strain	25	77807	65	68	3				bronze	Low coverage (22.23x, expect >= 50x);Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046411	1776010	False	47384309	26.680	636196	32	74.481	0.788	75	75	74	75	2	33.865	2.498	36	35	33	35	45888171	25.838	628299	35	73.036	2.464	75	75	70	75	16	33.969	2.363	36	35	33	35	0.00	32.32	17.93	17.03	0.00	32.72	5	28	47	0	6	282827	31669	6785	605	92606	0	8.77	49.12	82.46	0.00	57	1805142	Lactobacillus spp. strain	57	1805142	1735	1758	3		19	1	bronze	Low coverage (25.84x, expect >= 50x);Short read length (73.04bp, expect >= 75 bp);Single-end reads
ERX1046412	1780600	False	68905280	38.698	925147	32	74.480	0.774	75	75	74	75	13	33.309	3.068	36	34	33	35	67345511	37.822	922439	35	73.008	2.473	75	75	70	75	15	33.328	3.064	36	34	33	35	0.00	32.35	18.01	16.95	0.00	32.69	5	25	37	0	6	300519	41130	15350	527	98686	0	11.36	56.82	84.09	0.00	44	1809734	Lactobacillus spp. strain	44	1809734	1736	1761	3		21	1	bronze	Low coverage (37.82x, expect >= 50x);Short read length (73.01bp, expect >= 75 bp);Single-end reads
ERX1046413	1778480	False	74025801	41.623	993863	32	74.483	0.783	75	75	74	75	2	33.865	2.545	36	35	33	35	72094685	40.537	987159	35	73.032	2.469	75	75	70	75	14	33.905	2.520	36	35	33	35	0.00	32.37	17.86	17.10	0.00	32.67	5	21	32	0	4	378319	47639	15510	527	102253	0	13.16	55.26	84.21	0.00	38	1810286	Lactobacillus spp. strain	38	1810286	1738	1763	3		21	1	bronze	Low coverage (40.54x, expect >= 50x);Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046414	1805680	False	97868915	54.201	1313913	32	74.487	0.767	75	75	74	75	2	33.775	2.516	36	35	33	35	95756080	53.031	1311176	35	73.031	2.465	75	75	70	75	14	33.791	2.512	36	35	33	35	0.00	32.32	17.98	16.98	0.00	32.72	5	20	30	0	4	378319	51732	15888	527	115052	0	14.29	57.14	85.71	0.00	35	1810642	Lactobacillus spp. strain	35	1810642	1738	1763	3		21	1	bronze	Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046415	1764020	False	45223430	25.637	607145	32	74.485	0.774	75	75	74	75	12	33.731	2.686	36	35	33	35	44136484	25.020	604358	35	73.030	2.461	75	75	70	75	14	33.760	2.673	36	35	33	35	0.00	32.66	17.31	17.66	0.00	32.38	5	28	47	0	7	210163	31665	6948	553	85636	0	8.77	49.12	82.46	0.00	57	1804937	Lactobacillus spp. strain	57	1804937	1736	1759	3		19	1	bronze	Low coverage (25.02x, expect >= 50x);Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1046416	1754090	False	34567746	19.707	464105	32	74.483	0.770	75	75	74	75	16	33.751	2.559	36	35	33	35	33679269	19.200	461199	35	73.025	2.472	75	75	70	75	16	33.776	2.554	36	35	33	35	0.00	32.79	17.50	17.43	0.00	32.28	0	45	310	0	74	38362	4904	3298	504	8099	0	0.00	12.53	86.35	0.00	359	1760621	Lactobacillus spp. strain	359	1760621	1648	1662	3		10	1	exclude	Low coverage (19.20x, expect >= 20x)
ERX1046417	1757540	False	39547192	22.501	531069	32	74.467	0.770	75	75	74	75	13	32.536	4.239	36	34	32	35	38546995	21.932	528434	35	72.946	2.482	75	75	70	75	15	32.561	4.237	36	34	32	35	0.00	32.86	17.43	17.52	0.00	32.20	0	51	310	0	73	27667	4872	3334	504	7732	0	0.00	14.13	85.87	0.00	361	1758977	Lactobacillus spp. strain	361	1758977	1639	1654	3		11	1	bronze	Low coverage (21.93x, expect >= 50x);Short read length (72.95bp, expect >= 75 bp);Single-end reads;Too many contigs (361, expect <= 200)
ERX1046418	1854640	False	210801661	113.662	2830522	32	74.475	0.775	75	75	74	75	2	33.101	3.506	36	35	33	35	185463942	100	2541047	35	72.987	2.482	75	75	70	75	14	33.127	3.503	36	35	33	35	0.00	32.32	17.98	16.99	0.00	32.72	5	19	28	0	4	379300	56599	27275	557	115060	0	15.62	59.38	87.50	0.00	32	1811198	Lactobacillus spp. strain	32	1811198	1739	1764	3		21	1	bronze	Short read length (72.99bp, expect >= 75 bp);Single-end reads
ERX1046419	1786720	False	99832676	55.875	1340287	32	74.486	0.768	75	75	74	75	2	33.655	2.664	36	35	33	35	97630465	54.642	1336869	35	73.029	2.467	75	75	70	75	14	33.677	2.656	36	35	33	35	0.00	32.32	17.98	16.98	0.00	32.72	5	20	30	0	4	378319	51735	15888	527	115068	0	14.29	57.14	85.71	0.00	35	1810727	Lactobacillus spp. strain	35	1810727	1738	1763	3		21	1	bronze	Short read length (73.03bp, expect >= 75 bp);Single-end reads
ERX1126067	1803610	True	2107258500	1168.356	16858068	125	125	0	125	125	125	125	7.500	34.940	2.945	36	36	35	36	180360983	100.000	1443202	35	124.973	0.955	125	125	125	125	14.500	35.100	2.129	36	36	35	36	0.00	33.07	17.00	17.20	0.00	32.74	2	38	69	0	10	223240	23371	10275	643	55130	0	2.70	51.35	93.24	0.00	74	1729485	Lactobacillus spp. strain	74	1729485	1727	1782	3	1	51	1	gold	passed all cutoffs
ERX1126086	3436800	True	1740777000	506.510	13926216	125	125	0	125	125	125	125	7.500	34.824	3.015	36	36	35	36	343680075	100.000	2750090	35	124.970	1.009	125	125	125	125	14.500	34.977	2.267	36	36	35	36	0.00	31.73	18.06	18.74	0.00	31.47	0	66	180	0	25	95136	11009	4433	518	28950	0	0.00	31.28	85.31	0.00	211	2322927	Lactobacillus spp. strain	211	2322927	2406	2470	4	1	59	1	bronze	Too many contigs (211, expect <= 200)
ERX1126089	3332660	True	1559668500	467.996	12477348	125	125	0	125	125	125	125	7.500	34.867	2.989	36	36	35	36	333266025	100.000	2666680	36	124.975	0.896	125	125	125	125	14.500	35.025	2.219	36	36	35	36	0.00	31.65	17.84	18.94	0.00	31.57	1	50	94	0	16	125670	19039	8485	540	44141	0	0.96	48.08	90.38	0.00	104	1980095	Lactobacillus spp. strain	104	1980095	1946	2009	4		58	1	silver	Too many contigs (104, expect <= 100)
ERX1126096	2288830	True	1871114250	817.498	14968914	125	125	0	125	125	125	125	7.500	34.976	2.945	36	36	35	36	228883204	100.000	1834452	36	124.769	3.563	125	125	125	125	14.500	35.156	2.091	36	36	35.500	36	0.00	33.56	16.67	15.78	0.00	33.99	6	15	25	0	5	255740	53670	17613	604	117502	0	23.08	57.69	96.15	0.00	26	1395424	Lactobacillus spp. strain	26	1395424	1303	1351	3	1	44	1	gold	passed all cutoffs
ERX1126106	2558520	True	1100136500	429.990	8801092	125	125	0.000	125	125	125	125	7.500	34.661	3.211	36	36	35	36	255852004	100.000	2047174	36	124.978	0.785	125	125	125	125	15	34.826	2.503	36	36	35	36	0.00	31.99	17.24	19.53	0.00	31.25	4	50	89	0	13	128123	21361	9808	553	53679	0	4.00	50.00	89.00	0.00	100	2136112	Lactobacillus spp. strain	100	2136112	2119	2181	3	4	58	1	gold	passed all cutoffs
ERX1126110	2164120	True	1325247000	612.372	10601976	125	125	0	125	125	125	125	7.500	34.819	3.122	36	36	35	36	216412098	100.000	1731672	35	124.973	0.922	125	125	125	125	14.500	34.997	2.326	36	36	35	36	0.00	32.83	17.05	17.88	0.00	32.23	5	13	19	0	2	615654	96744	15476	679	406503	0	25.00	65.00	95.00	0.00	20	1934892	Lactobacillus spp. strain	20	1934892	1850	1906	3		52	1	gold	passed all cutoffs
ERX1126115	2104810	True	1124297500	534.156	8994380	125	125	0	125	125	125	125	7.500	34.841	3.091	36	36	35	36	210480894	100.000	1684126	35	124.979	0.710	125	125	125	125	14.500	35.009	2.295	36	36	35	36	0.00	32.77	17.35	17.50	0.00	32.38	4	36	57	0	10	147800	30483	18773	500	57072	0	6.45	58.06	91.94	0.00	62	1889962	Lactobacillus spp. strain	62	1889962	1852	1908	4		51	1	gold	passed all cutoffs
ERX1126138	2449730	True	1272442250	519.422	10179538	125	125	0	125	125	125	125	7.500	34.711	3.168	36	36	35	36	244973000	100.000	1960254	35	124.970	0.996	125	125	125	125	15	34.872	2.440	36	36	35	36	0.00	31.43	18.35	18.72	0.00	31.50	0	68	143	0	27	88278	11510	6662	536	21758	0	0.00	40.72	85.63	0.00	167	1922189	Lactobacillus spp. strain	167	1922189	1913	1977	3		60	1	silver	Too many contigs (167, expect <= 100)
ERX1126140	4174840	True	1182242250	283.182	9457938	125	125	0.000	125	125	125	125	7.500	34.641	3.199	36	36	35	36	417484066	100.000	3340564	36.500	124.974	0.854	125	125	125	125	14.500	34.799	2.503	36	36	35	36	0.00	31.76	18.03	18.60	0.00	31.61	1	78	185	0	29	126883	11119	6184	506	20993	0	0.47	36.97	87.68	0.00	211	2346125	Lactobacillus spp. strain	211	2346125	2357	2423	3	1	62	1	bronze	Too many contigs (211, expect <= 200)
ERX1126143	2572860	True	1000540000	388.882	8004320	125	125	0.000	125	125	125	125	7.500	34.670	3.185	36	36	35	36	257286184	100.000	2058740	35.500	124.973	0.898	125	125	125	125	14.500	34.829	2.473	36	36	35	36	0.00	31.57	18.20	18.72	0.00	31.51	1	64	177	0	24	106297	10793	4956	502	25269	0	0.50	32.00	88.50	0.00	200	2158607	Lactobacillus spp. strain	200	2158607	2195	2261	3	1	62	1	silver	Too many contigs (200, expect <= 100)
ERX1126146	1858360	True	1397127500	751.806	11177020	125	125	0.000	125	125	125	125	7.500	34.864	3.064	36	36	35	36	185835878	100.000	1486946	41	124.978	0.771	125	125	125	125	15	35.031	2.254	36	36	35	36	0.00	32.87	17.04	17.23	0.00	32.87	0	40	62	0	14	76113	22421	17193	562	44743	0	0.00	60.61	93.94	0.00	66	1479813	Lactobacillus spp. strain	66	1479813	1399	1452	3	1	49	1	gold	passed all cutoffs
ERX1126150	2553000	True	1089195250	426.634	8713562	125	125	0	125	125	125	125	7.500	34.691	3.170	36	36	35	36	255300093	100.000	2042754	36	124.978	0.739	125	125	125	125	14.500	34.851	2.457	36	36	35	36	0.00	31.62	18.21	18.50	0.00	31.67	0	66	124	0	23	84410	14980	8397	508	32188	0	0.00	46.81	87.94	0.00	141	2112246	Lactobacillus spp. strain	141	2112246	2108	2169	4	1	56	1	silver	Too many contigs (141, expect <= 100)
ERX1231803	3479400	True	654679422	188.159	3291512	35	198.899	92.436	195.500	301	113	300.500	2	32.219	4.958	37	33.500	29.500	36	347940105	100.000	1820634	35	191.110	89.796	185	300	110	300	11.500	32.820	4.115	37	34	30.500	36.500	0.00	28.08	22.43	21.58	0.00	27.91	13	37	67	0	7	619264	46592	9392	511	158479	0	16.88	48.05	87.01	0.00	77	3587608	Lactobacillus spp. strain	77	3587608	3478	3550	4	2	67	1	gold	passed all cutoffs
ERX1231804	3507290	True	740381283	211.097	3866526	35	191.485	93.361	181.500	301	105.500	300.500	2	32.332	5.234	37	34	30	36.500	350728886	100.000	1922124	35	182.469	90.082	170	300	100	295	12	33.129	4.019	37	34.500	31	36.500	0.00	28.03	22.17	21.83	0.00	27.96	12	38	73	0	7	619264	41672	7429	511	159665	0	13.95	44.19	84.88	0.00	86	3583807	Lactobacillus spp. strain	86	3583807	3466	3540	4	2	69	1	gold	passed all cutoffs
ERX1275831	3072660	True	358290400	116.606	3582904	100	100	0	100	100	100	100	3.500	35.158	3.372	40	36	34.500	37	307265940	100.000	3073914	35	99.959	0.917	100	100	100	100	12	35.266	3.079	40	36	35	37	0.00	25.02	25.00	24.78	0.00	25.20	1	56	103	0	17	114970	17520	9716	510	38933	0	0.89	50.00	91.96	0.00	112	1962286	Lactobacillus spp. strain	112	1962286	1897	1967	2	1	67	1	silver	Too many contigs (112, expect <= 100)
ERX1275832	1962390	True	341568800	174.058	3415688	100	100	0	100	100	100	100	3.500	35.580	3.346	40	36.500	35.500	37	196238965	100.000	1962962	37.500	99.971	0.773	100	100	100	100	11.500	35.678	3.073	40	36.500	35.500	37	0.00	28.45	21.63	20.42	0.00	29.50	5	34	47	0	8	178811	36831	21452	509	79697	0	9.43	64.15	88.68	0.00	53	1952070	Lactobacillus spp. strain	53	1952070	1728	1789	3	2	56	2	gold	passed all cutoffs
ERX1275835	2295490	True	370961400	161.604	3709614	100	100	0	100	100	100	100	3	33.577	3.747	39	34.500	33	35.500	229549170	100.000	2297338	35	99.920	1.122	100	100	100	100	12	33.787	3.294	39	34.500	33	35.500	0.00	19.89	30.91	29.80	0.00	19.40	6	19	24	0	5	389761	78258	55330	526	154059	0	22.22	70.37	88.89	0.00	27	2112972	Lactobacillus spp. strain	27	2112972	1870	1919	2		46	1	gold	passed all cutoffs
ERX1275841	2066360	True	335478200	162.352	3354782	100	100	0	100	100	100	100	3.500	34.674	3.507	39.500	35.500	34.500	36.500	206635963	100.000	2067308	35.500	99.954	0.950	100	100	100	100	12	34.817	3.145	39.500	35.500	34.500	36.500	0.00	24.41	25.89	26.49	0.00	23.21	0	53	115	0	18	94547	14891	6449	547	32648	0	0.00	41.41	89.84	0.00	128	1906077	Lactobacillus spp. strain	128	1906077	1890	1950	3	1	56	1	silver	Too many contigs (128, expect <= 100)
ERX1275856	3051820	True	403881200	132.341	4038812	100	100	0.000	100	100	100	100	3.500	36.841	2.613	40	37.500	37	38	305181941	100.000	3052538	38	99.977	0.711	100	100	100	100	11	36.886	2.404	40	37.500	37	38	0.00	35.45	14.52	14.71	0.00	35.33	5	11	30	0	3	305523	35934	1449	506	271297	0	11.63	25.58	69.77	0.00	43	1545177	Lactobacillus spp. strain	43	1545177	1569	1613	3		40	1	gold	passed all cutoffs
ERX1275866	1603050	True	297604600	185.649	2976046	100	100	0	100	100	100	100	3	35.543	3.317	40	36.500	35.500	37	160305127	100.000	1603420	36.500	99.977	0.628	100	100	100	100	11	35.640	3.049	40	36.500	35.500	37	0.00	29.26	21.33	20.67	0.00	28.74	6	11	15	0	3	348700	103112	79103	2476	235152	0	40.00	73.33	100.00	0.00	15	1546689	Lactobacillus spp. strain	15	1546689	1200	1249	3		45	1	gold	passed all cutoffs
ERX1275881	3571340	True	251336600	70.376	2513366	100	100	0	100	100	100	100	3	32.329	3.918	39	33.500	31.500	35	244819754	68.551	2451602	36.500	99.861	1.105	100	100	100	100	13	32.614	3.390	39	33.500	32	35	0.00	14.88	34.92	35.28	0.00	14.92	11	17	35	0	4	642902	95595	7677	634	354353	0	28.95	44.74	92.11	0.00	38	3632627	Lactobacillus spp. strain	38	3632627	3494	3553	4		54	1	silver	Low coverage (68.55x, expect >= 100x)
ERX1275883	2053130	True	309730200	150.858	3097302	100	100	0	100	100	100	100	3	36.185	3.156	40	37	36.500	38	205313020	100.000	2053916	36.500	99.962	1.081	100	100	100	100	11.500	36.260	2.932	40	37	36.500	38	0.00	32.47	17.35	17.64	0.00	32.53	6	18	22	0	4	480223	89554	52137	818	207153	0	26.09	78.26	95.65	0.00	23	2059750	Lactobacillus spp. strain	23	2059750	2006	2042	3	1	32	1	gold	passed all cutoffs
ERX1275920	3107130	True	364973200	117.463	3649732	100	100	0.000	100	100	100	100	3	35.170	3.359	39.500	36	34.500	37	310712956	100.000	3108356	36	99.960	0.903	100	100	100	100	11	35.273	3.077	39.500	36	35	37	0.00	25.15	24.90	24.88	0.00	25.07	1	56	103	0	18	112943	17804	10647	518	35387	0	0.91	50.91	93.64	0.00	110	1958492	Lactobacillus spp. strain	110	1958492	1895	1957	2	1	59	1	silver	Too many contigs (110, expect <= 100)
ERX1275921	1959780	True	347956400	177.549	3479564	100	100	0.000	100	100	100	100	3.500	35.599	3.324	40	36.500	35.500	37	195977968	100.000	1960314	37.500	99.973	0.756	100	100	100	100	11.500	35.694	3.063	40	36.500	35.500	37.500	0.00	28.45	21.64	20.41	0.00	29.50	5	35	48	0	9	178811	36137	20721	509	77746	0	9.26	64.81	88.89	0.00	54	1951398	Lactobacillus spp. strain	54	1951398	1726	1790	3	2	59	2	gold	passed all cutoffs
ERX1275924	2325170	True	377183600	162.218	3771836	100	100	0.000	100	100	100	100	3.500	33.554	3.752	39.500	34.500	33	35.500	232516903	100.000	2327010	35	99.921	1.140	100	100	100	100	12.500	33.764	3.302	39.500	34.500	33	35.500	0.00	19.78	30.78	29.93	0.00	19.51	6	20	25	0	5	389761	78290	55330	526	154059	0	22.22	74.07	92.59	0.00	27	2113844	Lactobacillus spp. strain	27	2113844	1869	1919	3		46	1	gold	passed all cutoffs
ERX1275930	2061720	True	340247400	165.031	3402474	100	100	0	100	100	100	100	3.500	34.673	3.498	39.500	35.500	34.500	36.500	206171946	100.000	2062612	35.500	99.957	0.929	100	100	100	100	12	34.810	3.151	39.500	35.500	34.500	36.500	0.00	24.42	25.89	26.50	0.00	23.20	0	55	115	0	18	94547	14895	7062	547	32355	0	0.00	42.97	89.84	0.00	128	1906584	Lactobacillus spp. strain	128	1906584	1887	1946	3	1	55	1	silver	Too many contigs (128, expect <= 100)
ERX1275945	3045010	True	411684000	135.200	4116840	100	100	0	100	100	100	100	3	36.869	2.570	40	37.500	37	38	304500974	100.000	3045680	37.500	99.978	0.706	100	100	100	100	11	36.912	2.373	40	37.500	37	38	0.00	35.45	14.52	14.71	0.00	35.32	5	11	29	0	3	305523	35938	1783	506	271297	0	11.63	25.58	67.44	0.00	43	1545341	Lactobacillus spp. strain	43	1545341	1569	1613	3		40	1	gold	passed all cutoffs
ERX1275955	1598750	True	302494000	189.207	3024940	100	100	0.000	100	100	100	100	3	35.571	3.278	39.500	36.500	35.500	37	159875003	100.000	1599124	39	99.977	0.662	100	100	100	100	11.500	35.662	3.023	39.500	36.500	35.500	37	0.00	29.30	21.36	20.64	0.00	28.70	6	12	15	0	3	348698	103148	79103	5704	239483	0	40.00	80.00	100.00	0.00	15	1547224	Lactobacillus spp. strain	15	1547224	1201	1250	3		45	1	gold	passed all cutoffs
