sample	assembly_species	assembly_taxon	top_mapped_taxon	top_mapped_reads	chao1_estimate	assembly_hit	input_reads	mapped_reads	ntu_observed_once	ntu_observed_twice	ntu_observed_three_plus	message
ERX2000499	Bifidobacterium bifidum;Gardnerella vaginalis ATCC 14018 = JCM 11026	Bifidobacterium;Gardnerella	Gardnerella	1862	25.000	AP018132.1481253.1482769;AP012332.96440.97971	1657525	3199	6	1	7	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Bifidobacterium;Gardnerella) does not match top mapped taxon (Gardnerella)
ERX2000501	Lactobacillus jensenii;Staphylococcus aureus	Lactobacillus;Staphylococcus	Lactobacillus	2109	20.500	CP018809.1516019.1517589;CP030323.2754271.2755808	700399	2650	6	4	16	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Lactobacillus;Staphylococcus) does not match top mapped taxon (Lactobacillus)
ERX2000502	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3293	n.d.	AP018549.475961.477529	780883	3403	0	0	7	
ERX2052289	Lactobacillus casei	Lactobacillus	Lactobacillus	748	14.167	LS991421.296655.298204	227356	796	7	3	6	
ERX2150224	Lactobacillus iners ATCC 55195	Lactobacillus	Lactobacillus	4866	44.727	AEPX01000015.105.1663	608528	5187	26	11	14	
ERX2150225	Lactobacillus iners ATCC 55195	Lactobacillus	Lactobacillus	9002	71.722	AEPX01000015.105.1663	1186908	9577	29	9	25	
ERX2150228	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	2350	9.167	FN692037.427906.429457	666332	2377	5	3	5	
ERX2150229	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	1775	6.667	FN692037.427906.429457	656432	1798	4	3	4	
ERX2274496	Lactobacillus intestinalis	Lactobacillus	Lactobacillus	4541	n.d.	AJ306299.1.1513	1028073	5140	11	0	11	
ERX2274497	Lactobacillus johnsonii FI9785	Lactobacillus	Lactobacillus	5977	n.d.	FN298497.455618.457268	1043154	6659	5	0	10	
ERX2274498	Lactobacillus murinus	Lactobacillus	Lactobacillus	4721	19.500	CP023566.832314.833884	1198519	5753	3	1	15	
ERX2274499	Lactobacillus murinus	Lactobacillus	Lactobacillus	4628	n.d.	CP023566.832314.833884	1183934	5630	3	0	15	
ERX2274500	Lactobacillus reuteri	Lactobacillus	Lactobacillus	4385	52.500	CP015408.302655.304239	1116167	5007	9	1	12	
ERX2274536	Lactobacillus curvatus	Lactobacillus	Lactobacillus	4769	30.000	AP018699.1478534.1480099	1202606	6031	6	1	12	
ERX2274537	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	2792	12.500	AP018549.475961.477529	1001436	3251	3	3	11	
ERX2274538	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	4349	18.000	AFYE01000091.124.1666	1089982	5503	6	3	12	
ERX2274539	uncultured bacterium	Lactobacillus	Lactobacillus	3635	24.500	AB969339.1.1567	996549	3915	5	1	12	
ERX2274577	Lactobacillus reuteri	Lactobacillus	Lactobacillus	4929	24.500	CP015408.302655.304239	1228801	5606	5	1	12	
ERX2274578	Lactobacillus johnsonii FI9785	Lactobacillus	Lactobacillus	6501	14.500	FN298497.455618.457268	1135074	7295	3	1	10	
ERX2274588	Lactobacillus salivarius	Lactobacillus	Lactobacillus	4376	21.000	CP029616.1197226.1198775	996712	4677	4	1	13	
ERX2274599	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3876	15.167	CP014201.1046218.1047796	1486799	4466	5	3	11	
ERX2274610	Lactobacillus paracasei	Lactobacillus	Lactobacillus	5081	35.500	CP029686.1212146.1213724	1528220	5695	7	1	11	
ERX2274653	Lactobacillus animalis KCTC 3501 = DSM 20602	Lactobacillus	Lactobacillus	4577	n.d.	AEOF01000010.3322.4865	770221	4819	3	0	12	
ERX2274664	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3305	14.000	CP029686.1212146.1213724	1245693	3403	4	1	6	
ERX2274674	Lactobacillus salivarius	Lactobacillus	Lactobacillus	4723	n.d.	CP029616.1197226.1198775	825928	5191	4	0	11	
ERX2274676	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3241	9.000	CP029686.1212146.1213724	1209964	3319	2	1	7	
ERX2274677	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3026	n.d.	CP029686.1212146.1213724	1131801	3086	3	0	6	
ERX2274684	uncultured bacterium	Lactobacillus	Lactobacillus	3203	10.500	AB969339.1.1567	830709	3290	3	1	6	
ERX2274696	Lactobacillus salivarius	Lactobacillus	Lactobacillus	4449	n.d.	CP029616.1197226.1198775	817945	4936	4	0	11	
ERX2274698	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3229	6.500	CP029686.1212146.1213724	1311520	3309	1	1	6	
ERX2274700	Lactobacillus animalis KCTC 3501 = DSM 20602	Lactobacillus	Lactobacillus	4653	15.000	AEOF01000010.3322.4865	794921	4866	4	2	11	
ERX2274722	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2981	9.000	CP032359.485125.486700	1345519	3086	2	1	7	
ERX2274728	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3860	10.500	AFYE01000091.124.1666	841549	4544	1	1	10	
ERX2274757	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3445	7.000	CP014201.1046218.1047796	1087188	3536	2	1	5	
ERX2274779	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3816	n.d.	AP018549.475961.477529	1541887	3986	0	0	9	
ERX231526	Lactobacillus paracasei	Lactobacillus	Lactobacillus	1941	44.667	CP029686.1212146.1213724	1830111	2328	14	3	12	
ERX231527	Lactobacillus reuteri	Lactobacillus	Lactobacillus	2565	30.125	CP015408.688490.690074	1583301	3249	11	4	15	
ERX231528	Lactobacillus delbrueckii subsp. bulgaricus	Lactobacillus	Lactobacillus	4633	23.667	CP013610.1503243.1504794	1449549	5831	8	3	13	
ERX231531	Lactobacillus delbrueckii subsp. bulgaricus 2038	Lactobacillus	Lactobacillus	3391	44.000	CP000156.821185.822755	1110518	4236	8	1	12	
ERX231532	Lactobacillus acidophilus NCFM;Clostridioides difficile	Lactobacillus;Clostridioides	Lactobacillus	1069	46.000	CP000033.1632689.1634260;LN614756.4010488.4011994	955690	1525	8	1	14	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Lactobacillus;Clostridioides) does not match top mapped taxon (Lactobacillus)
ERX2338316	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1217	11.000	CP011769.451539.453114	585124	1230	6	2	2	
ERX2338320	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1289	13.500	CP011769.451539.453114	559660	1296	5	1	1	
ERX2338417	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1286	1.500	CP011769.451539.453114	553854	1289	1	1	1	
ERX2338424	Lactobacillus plantarum	Lactobacillus	Lactobacillus	806	n.d.	CP011769.451539.453114	883940	852	9	0	6	
ERX2338425	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1216	1.000	CP011769.451539.453114	576432	1220	0	2	1	
ERX2338429	Lactobacillus fermentum	Lactobacillus	Lactobacillus	1515	n.d.	CP025592.1563082.1564661	438854	1523	1	0	2	
ERX2338430	Lactobacillus sakei	Lactobacillus	Lactobacillus	2320	n.d.	AP017931.1459045.1460621	369927	2390	3	0	5	
ERX2438124	Lactobacillus reuteri	Lactobacillus	Lactobacillus	3780	n.d.	CP015408.302655.304239	909423	4128	2	0	7	
ERX2438132	Lactobacillus murinus	Lactobacillus	Lactobacillus	4135	10.500	CP023566.832314.833884	973547	4402	1	1	10	
ERX2438137	Lactobacillus intestinalis	Lactobacillus	Lactobacillus	3961	n.d.	AJ306299.1.1513	809118	4190	1	0	8	
ERX2438147	Lactobacillus murinus	Lactobacillus	Lactobacillus	4133	n.d.	CP023566.832314.833884	942614	4451	4	0	9	
ERX2438150	Lactobacillus reuteri	Lactobacillus	Lactobacillus	3755	6.500	CP015408.302655.304239	875067	3892	1	1	6	
ERX2438154	Lactobacillus johnsonii FI9785	Lactobacillus	Lactobacillus	4902	n.d.	FN298497.455618.457268	836663	5067	1	0	7	
ERX2438166	Lactobacillus intestinalis	Lactobacillus	Lactobacillus	3910	15.000	AJ306299.1.1513	798645	4094	4	1	7	
ERX2438167	Lactobacillus johnsonii FI9785	Lactobacillus	Lactobacillus	4862	n.d.	FN298497.455618.457268	833173	5026	2	0	8	
ERX2438168	Lactobacillus murinus	Lactobacillus	Lactobacillus	4080	12.000	CP023566.832314.833884	906002	4368	2	1	10	
ERX2438182	Lactobacillus murinus	Lactobacillus	Lactobacillus	4340	10.167	CP023566.832314.833884	947668	4644	1	3	10	
ERX2438183	Lactobacillus intestinalis	Lactobacillus	Lactobacillus	3437	n.d.	AJ306299.1.1513	801527	3606	5	0	8	
ERX2438184	Lactobacillus johnsonii FI9785	Lactobacillus	Lactobacillus	4907	n.d.	FN298497.455618.457268	836653	5065	4	0	7	
ERX2438185	Lactobacillus murinus	Lactobacillus	Lactobacillus	4135	9.500	CP023566.832314.833884	923838	4433	1	1	9	
ERX2438186	Lactobacillus reuteri	Lactobacillus	Lactobacillus	3362	n.d.	CP015408.302655.304239	878353	3504	1	0	8	
ERX2585447	Lactobacillus sakei	Lactobacillus	Lactobacillus	3489	26.000	AP017931.1459045.1460621	420094	3591	6	1	8	
ERX271948	Lactobacillus gastricus	Lactobacillus	Lactobacillus	3386	n.d.	AY253658.1.1550	1087743	4052	2	0	12	
ERX271949	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4023	12.000	CP014201.1046218.1047796	1489913	4699	0	1	12	
ERX271950	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	3148	31.250	FN692037.427906.429457	1234146	3591	9	2	11	
ERX271951	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4100	n.d.	AP018549.475961.477529	1104764	4715	4	0	10	
ERX271952	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3638	n.d.	CP022373.3025776.3027351	2044854	4260	5	0	11	
ERX271956	Lactobacillus parabuchneri	Lactobacillus	Lactobacillus	2821	19.000	CP018796.1956265.1957835	1364828	3423	6	2	10	
ERX271957	Lactobacillus parabuchneri	Lactobacillus	Lactobacillus	3673	n.d.	CP018796.1956265.1957835	1426335	4247	4	0	9	
ERX271958	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	3504	14.000	FN692037.427906.429457	1312079	3941	4	4	12	
ERX271959	Lactobacillus gastricus	Lactobacillus	Lactobacillus	3238	n.d.	AY253658.1.1550	1119949	3986	6	0	11	
ERX271960	Streptococcus mutans;Lactobacillus plantarum	Streptococcus;Lactobacillus	Lactobacillus	3194	36.500	CP023477.206539.208102;CP022373.3025776.3027351	1756515	3923	7	1	12	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Streptococcus;Lactobacillus) does not match top mapped taxon (Lactobacillus)
ERX271965	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6344	20.250	CP025592.1563082.1564661	1452546	7175	7	2	8	
ERX271966	uncultured bacterium	Lactobacillus	Lactobacillus	3852	14.250	AB969339.1.1567	1102181	4221	3	2	12	
ERX271967	Lactobacillus gastricus	Lactobacillus	Lactobacillus	3324	n.d.	AY253658.1.1550	1118651	4007	5	0	12	
ERX271968	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4335	22.500	CP029686.1212146.1213724	1687916	5014	5	1	10	
ERX271972	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3777	28.000	CP014201.1046218.1047796	1494050	4383	6	1	10	
ERX271973	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3680	13.000	CP029686.1212146.1213724	1695287	4211	2	1	11	
ERX271974	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5013	12.000	AP017973.1435046.1436618	1341034	5595	2	1	10	
ERX271975	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4105	11.000	CP029686.1212146.1213724	1677359	4660	2	2	10	
ERX271976	Lactobacillus fermentum	Lactobacillus	Lactobacillus	4904	n.d.	CP016803.1045686.1047241	1307463	5505	3	0	10	
ERX271980	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5149	13.500	CP017151.1109313.1110888	1268816	5822	3	1	9	
ERX271981	Lactobacillus helveticus R0052	Lactobacillus	Lactobacillus	2243	12.125	CP003799.455041.456601	1055349	2563	3	4	11	
ERX271982	uncultured bacterium	Lactobacillus	Lactobacillus	3902	n.d.	AY959177.1.1555	1144533	4261	6	0	11	
ERX271988	Lactobacillus antri DSM 16041;Streptococcus mutans NN2025	Lactobacillus;Streptococcus	Lactobacillus	5211	25.500	ACLL01000037.71.1634;AP010655.377872.379422	1770326	5898	5	1	13	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Lactobacillus;Streptococcus) does not match top mapped taxon (Lactobacillus)
ERX271989	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3391	12.000	CP014201.1046218.1047796	1554918	3925	2	1	10	
ERX271990	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5096	10.667	AP017973.1435046.1436618	1368947	5731	4	3	8	
ERX271991	Lactobacillus paracasei	Lactobacillus	Lactobacillus	3936	n.d.	CP029686.1212146.1213724	1663687	4473	3	0	10	
ERX271996	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3131	9.500	AP018549.475961.477529	1124295	3633	3	3	8	
ERX271997	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3249	12.250	AP018549.475961.477529	1068661	3741	3	2	10	
ERX271998	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4117	13.000	CP014201.1046218.1047796	1603626	4796	2	1	11	
ERX271999	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4060	11.500	CP029686.1212146.1213724	1656843	4657	3	3	10	
ERX272004	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4378	n.d.	CP014201.1046218.1047796	1763123	5202	4	0	12	
ERX272005	uncultured bacterium	Lactobacillus	Lactobacillus	7140	26.500	AB969339.1.1567	1965012	7817	5	1	14	
ERX272006	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5214	13.500	AP017973.1435046.1436618	1365099	5851	3	1	9	
ERX272007	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4094	n.d.	CP029686.1212146.1213724	1753291	4701	4	0	12	
ERX272012	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	4363	n.d.	AP018549.475961.477529	1031936	4980	5	0	10	
ERX272013	Lactobacillus fermentum	Lactobacillus	Lactobacillus	6161	17.000	CP016803.1045686.1047241	1422152	6903	6	2	8	
ERX272014	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	4260	n.d.	CP000413.1565823.1567401	1014630	4810	3	0	11	
ERX272015	uncultured bacterium	Lactobacillus	Lactobacillus	4219	15.000	AB969339.1.1567	1067638	4615	2	1	13	
ERX272020	Lactobacillus salivarius	Lactobacillus	Lactobacillus	5735	19.000	CP017107.541095.542664	1067098	7012	4	2	15	
ERX272021	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3983	28.000	CP014201.1046218.1047796	1394218	4643	6	1	10	
ERX272022	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3979	13.250	CP014201.1046218.1047796	1581771	4616	3	2	11	
ERX272023	Lactobacillus oris	Lactobacillus	Lactobacillus	5438	13.125	CP014789.8842.10425	1400803	5892	3	4	12	
ERX272028	Lactobacillus plantarum;Streptococcus mutans	Lactobacillus;Streptococcus	Lactobacillus	3213	12.000	CP022373.3025776.3027351;AY188348.1.1545	1756157	3913	2	2	11	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Lactobacillus;Streptococcus) does not match top mapped taxon (Lactobacillus)
ERX272029	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	4048	26.000	CP014201.1046218.1047796	1701012	4700	8	2	10	
ERX272030	Lactobacillus fermentum	Lactobacillus	Lactobacillus	5893	12.000	AP017973.1435046.1436618	1571355	6702	2	1	10	
ERX272031	Lactobacillus salivarius	Lactobacillus	Lactobacillus	6534	24.000	CP017107.1020383.1021952	1152949	8088	4	1	16	
ERX272036	Lactobacillus helveticus R0052	Lactobacillus	Lactobacillus	3259	13.667	CP003799.455041.456601	1086604	3758	4	3	11	
ERX272037	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	4219	20.000	CP000413.1565823.1567401	989613	4738	4	1	12	
ERX272038	Lactobacillus gastricus	Lactobacillus	Lactobacillus	4065	n.d.	AY253658.1.1550	1389858	4997	7	0	12	
ERX272039	Lactobacillus plantarum	Lactobacillus	Lactobacillus	3573	15.500	CP022373.3025776.3027351	1826772	4084	3	1	11	
ERX2874687	Lactobacillus reuteri	Lactobacillus	Lactobacillus	3671	n.d.	CP015408.302655.304239	887440	3855	3	0	7	
ERX2874690	Lactobacillus intestinalis	Lactobacillus	Lactobacillus	3929	n.d.	AJ306299.1.1513	808994	4133	4	0	8	
ERX2874760	Lactobacillus murinus	Lactobacillus	Lactobacillus	3955	n.d.	CP023566.832314.833884	946560	4257	2	0	11	
ERX2938651	Lactobacillus fermentum	Lactobacillus	Lactobacillus	7459	30.250	AP017973.1435046.1436618	1608130	8300	9	2	10	
ERX3177039	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	11341	19.000	CP000413.1565823.1567401	2473252	14638	2	1	17	
ERX3180503	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1727	2.000	CP011769.451539.453114	663314	1733	2	2	1	
ERX3188237	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1521	7.500	CP011769.451539.453114	681162	1534	3	1	3	
ERX3190887	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1533	n.d.	CP011769.1010671.1012246	648661	1538	5	0	1	
ERX3191070	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1970	10.000	CP011769.1010671.1012246	759970	1979	4	1	2	
ERX3310264	Streptococcus pneumoniae	Streptococcus	Streptococcus	9233	n.d.	LS483523.685965.687490	804391	9333	4	0	5	
ERX3310280	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	8702	n.d.	FQ312030.1892972.1894517	819806	8851	1	0	6	
ERX3310291	Streptococcus pneumoniae	Streptococcus	Streptococcus	10505	10.500	LN847353.1954783.1956345	770857	10849	3	1	6	
ERX3310303	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	7200	n.d.	FQ312030.1892972.1894517	769629	7423	5	0	6	
ERX3310305	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	9533	n.d.	FQ312030.1892972.1894517	751218	9682	1	0	6	
ERX3310309	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	7581	6.000	FQ312030.1892972.1894517	750368	7742	0	1	6	
ERX3310316	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	9952	5.500	FQ312030.1892972.1894517	745672	10081	1	1	5	
ERX3310319	Streptococcus pneumoniae	Streptococcus	Streptococcus	9899	n.d.	CP026670.2031680.2033231	736389	10065	3	0	6	
ERX3310328	Streptococcus pneumoniae	Streptococcus	Streptococcus	7612	n.d.	LS483417.1838821.1840354	748337	7787	2	0	6	
ERX3310336	Streptococcus pneumoniae	Streptococcus	Streptococcus	8173	n.d.	CP026670.2031680.2033231	772384	8327	0	0	6	
ERX3310353	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	8890	n.d.	FQ312030.1892972.1894517	728363	9028	3	0	6	
ERX3310369	Streptococcus pneumoniae	Streptococcus	Streptococcus	9393	n.d.	LS483448.1883919.1885444	752374	9470	2	0	4	
ERX3310372	Streptococcus pneumoniae	Streptococcus	Streptococcus	7763	6.500	LS483374.1801178.1802711	735962	8235	1	1	6	
ERX3310374	Streptococcus pneumoniae	Streptococcus	Streptococcus	10122	n.d.	CP026670.2031680.2033231	769197	10287	0	0	5	
ERX3310387	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	9395	7.000	FQ312030.1892972.1894517	782141	9772	2	2	6	
ERX3310388	Streptococcus pneumoniae TCH8431/19A	Streptococcus	Streptococcus	8315	6.000	CP001993.1958374.1959907	809704	8470	0	1	6	
ERX3310397	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	7529	n.d.	FQ312030.1892972.1894517	769395	7722	3	0	6	
ERX3310408	Streptococcus pneumoniae	Streptococcus	Streptococcus	8199	6.500	LN847353.1954783.1956345	755389	8740	1	1	6	
ERX3310410	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	8185	17.500	FQ312030.1892972.1894517	745016	8326	5	1	5	
ERX3310420	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	8878	9.000	FQ312030.1892972.1894517	750970	9034	2	1	7	
ERX3310425	Streptococcus pneumoniae England14-9	Streptococcus	Streptococcus	11616	n.d.	AILI01000006.63214.64745	734348	11706	1	0	5	
ERX3310430	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	7736	10.500	FQ312030.1892972.1894517	772108	7928	3	1	6	
ERX3310432	Streptococcus pneumoniae England14-9	Streptococcus	Streptococcus	11980	n.d.	AILI01000006.63214.64745	734394	12072	1	0	5	
ERX3310443	Streptococcus pneumoniae INV104	Streptococcus	Streptococcus	7988	n.d.	FQ312030.1892972.1894517	752875	8147	1	0	6	
ERX3310445	Streptococcus pneumoniae	Streptococcus	Streptococcus	9815	7.000	LN847353.1954783.1956345	769527	10244	2	1	5	
ERX3310449	Streptococcus pneumoniae England14-9	Streptococcus	Streptococcus	11939	n.d.	AILI01000006.63214.64745	736722	12064	2	0	6	
ERX3310452	Streptococcus pneumoniae	Streptococcus	Streptococcus	7048	6.500	LS483417.1838821.1840354	752980	7187	1	1	6	
ERX3310456	Streptococcus pneumoniae	Streptococcus	Streptococcus	7867	4.500	CP031246.568496.570021	732876	7944	1	1	4	
ERX3310458	Streptococcus pneumoniae	Streptococcus	Streptococcus	9523	n.d.	LS483417.1838821.1840354	744776	9680	3	0	5	
ERX3310459	Streptococcus pneumoniae TCH8431/19A	Streptococcus	Streptococcus	8834	n.d.	CP001993.1958374.1959907	778725	8923	3	0	5	
ERX3310460	Streptococcus pneumoniae	Streptococcus	Streptococcus	9131	n.d.	CP031246.568496.570021	753014	9200	1	0	5	
ERX3310479	Streptococcus pneumoniae	Streptococcus	Streptococcus	10588	n.d.	LN847353.1954783.1956345	772556	11048	2	0	6	
ERX3310483	Streptococcus pneumoniae	Streptococcus	Streptococcus	9133	n.d.	CP031246.568496.570021	737645	9222	1	0	5	
ERX3310490	Streptococcus pneumoniae England14-9	Streptococcus	Streptococcus	11918	n.d.	AILI01000006.63214.64745	728490	12024	1	0	5	
ERX3427100	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3092	n.d.	CP014201.1046218.1047796	970687	3146	9	0	8	
ERX358254	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	4920	24.500	CP000033.1632689.1634260	1109896	5487	5	1	12	
ERX358255	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	4335	13.000	CP000033.1632689.1634260	1131148	4833	2	1	11	
ERX358256	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	4163	11.500	CP000033.1632689.1634260	1031818	4631	1	1	11	
ERX358257	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	4690	23.500	CP000033.1632689.1634260	1094218	5260	5	1	11	
ERX358258	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	4898	n.d.	CP000033.1632689.1634260	1067952	5479	2	0	11	
ERX358259	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	3943	n.d.	CP000033.1632689.1634260	1105477	4404	2	0	12	
ERX358260	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	3849	13.500	CP000033.1632689.1634260	1052661	4321	3	1	9	
